review_id,text,source,item,true_sentiment,review_date
REV100281,"The bluetooth speaker does what it's supposed to do, nothing special.",Amazon Review,bluetooth speaker,neutral,2024-02-03
REV100282,"Five stars for the running shoes, it changed the way I do things.",Amazon Review,running shoes,positive,2024-01-16
REV100283,"Received the office chair today, packaging was standard.",Facebook Comment,office chair,neutral,2024-06-06
REV100284,"I bought the air purifier last week, still testing it out.",Facebook Comment,air purifier,neutral,2024-03-18
REV100285,What a wonderful wireless headphones! Great value for the price.,Twitter/X Post,wireless headphones,positive,2024-01-24
REV100286,"I'm so disappointed with this software update, complete waste of money.",Product Forum,software update,negative,2024-08-06
REV100287,Considering whether to keep the gaming mouse or exchange it.,Facebook Comment,gaming mouse,neutral,2024-03-31
REV100288,Comparing the backpack to similar products on the market now.,Facebook Comment,backpack,neutral,2024-04-23
REV100289,"Received the water bottle today, packaging was standard.",Facebook Comment,water bottle,neutral,2024-10-25
REV100290,"Received the restaurant chain today, packaging was standard.",Product Forum,restaurant chain,neutral,2024-02-02
REV100291,"I bought the kitchen blender last week, still testing it out.",Twitter/X Post,kitchen blender,neutral,2024-08-14
REV100292,Highly recommend the airline to anyone looking for quality.,Product Forum,airline,positive,2024-10-05
REV100293,Highly recommend the backpack to anyone looking for quality.,News Headline,backpack,positive,2024-02-03
REV100294,The laptop stand arrived on time and matches the description.,News Headline,laptop stand,neutral,2024-01-14
REV100295,"I'm so disappointed with this desk lamp, complete waste of money.!!",Facebook Comment,desk lamp,negative,2024-09-23
REV100296,The coffee maker has some pros and cons worth mentioning.,Twitter/X Post,coffee maker,neutral,2024-01-10
REV100297,"This laptop stand is fantastic, best purchase I've made all year.!!",Product Forum,laptop stand,positive,2024-07-20
REV100298,The streaming service stopped working and support was unhelpful. Never again.,Twitter/X Post,streaming service,negative,2024-09-09
REV100299,"I'm impressed by how well the yoga mat performs, truly outstanding.",Amazon Review,yoga mat,positive,2024-04-28
REV100300,"Disappointing smartphone case, definitely returning it.",Product Forum,smartphone case,negative,2024-06-02
REV100301,Here is my honest review of the smartphone case after a week of use.,News Headline,smartphone case,neutral,2024-03-23
REV100302,The bluetooth speaker stopped working and support was unhelpful. :(,News Headline,bluetooth speaker,negative,2024-08-24
REV100303,What a wonderful software update! Great value for the price. Love it!,News Headline,software update,positive,2024-08-15
REV100304,"The wireless headphones meets the basic requirements, nothing more.",News Headline,wireless headphones,neutral,2024-08-15
REV100305,"Five stars for the kitchen blender, it changed the way I do things.",Product Forum,kitchen blender,positive,2024-05-18
REV100306,"I bought the fitness tracker last week, still testing it out.",Facebook Comment,fitness tracker,neutral,2024-02-29
REV100307,"The wireless headphones does what it's supposed to do, nothing special.",Product Forum,wireless headphones,neutral,2024-04-01
REV100308,"Excellent delivery service, exactly as described and super reliable.",News Headline,delivery service,positive,2024-10-27
REV100309,"Received the fitness tracker today, packaging was standard.",Twitter/X Post,fitness tracker,neutral,2024-05-22
REV100310,"This electric toothbrush is a game changer, I use it every single day.",Twitter/X Post,electric toothbrush,positive,2024-02-23
REV100311,The laptop stand stopped working and support was unhelpful.,Amazon Review,laptop stand,negative,2024-08-26
REV100312,"The subscription plan meets the basic requirements, nothing more.",Facebook Comment,subscription plan,neutral,2024-12-05
REV100313,Highly recommend the electric toothbrush to anyone looking for quality.,Amazon Review,electric toothbrush,positive,2024-07-10
REV100314,"Just unboxed the coffee maker, will update this review later.",Twitter/X Post,coffee maker,neutral,2024-12-09
REV100315,The customer service team was super helpful with my subscription plan order.,Amazon Review,subscription plan,positive,2024-09-22
REV100316,The laptop stand arrived on time and matches the description.,Product Forum,laptop stand,neutral,2024-02-13
REV100317,"Excellent subscription plan, exactly as described and super reliable. 😊",Facebook Comment,subscription plan,positive,2024-10-03
REV100318,"The subscription plan works as expected, average performance overall.",Amazon Review,subscription plan,neutral,2024-04-27
REV100319,I hate how unreliable this restaurant chain turned out to be. 😡,Facebook Comment,restaurant chain,negative,2024-02-18
REV100320,"Five stars for the restaurant chain, it changed the way I do things.",Twitter/X Post,restaurant chain,positive,2024-03-07
REV100321,The wireless headphones is overpriced for such low quality.,Product Forum,wireless headphones,negative,2024-04-27
REV100322,"I'm so happy with the mobile app, works perfectly and looks great.",News Headline,mobile app,positive,2024-09-02
REV100323,Comparing the air purifier to similar products on the market now.,Amazon Review,air purifier,neutral,2024-12-12
REV100324,"This coffee maker is a game changer, I use it every single day. 😊",Facebook Comment,coffee maker,positive,2024-03-01
REV100325,Considering whether to keep the mobile app or exchange it.,Facebook Comment,mobile app,neutral,2024-04-18
REV100326,Here is my honest review of the running shoes after a week of use.,News Headline,running shoes,neutral,2024-11-18
REV100327,"Very frustrated with the laptop stand, it never worked as advertised.",Facebook Comment,laptop stand,negative,2024-08-09
REV100328,"Five stars for the software update, it changed the way I do things.",Facebook Comment,software update,positive,2024-03-31
REV100329,The customer service team was super helpful with my streaming service order.,Facebook Comment,streaming service,positive,2024-01-28
REV100330,"I'm so happy with the software update, works perfectly and looks great.!!",Amazon Review,software update,positive,2024-12-31
REV100331,"Disappointing kitchen blender, definitely returning it. :(",Product Forum,kitchen blender,negative,2024-06-23
REV100332,The electric toothbrush has some pros and cons worth mentioning.,Facebook Comment,electric toothbrush,neutral,2024-03-03
REV100333,"Just unboxed the customer support experience, will update this review later.",News Headline,customer support experience,neutral,2024-08-23
REV100334,"I bought the office chair last week, still testing it out.",Product Forum,office chair,neutral,2024-12-28
REV100335,Great backpack! My whole family loves it.,Facebook Comment,backpack,positive,2024-07-28
REV100336,"The electric toothbrush is okay, not great but not bad either.",Product Forum,electric toothbrush,neutral,2024-10-11
REV100337,This coffee maker caused nothing but problems since day one.,Product Forum,coffee maker,negative,2024-07-05
REV100338,The subscription plan is overpriced for such low quality.,Facebook Comment,subscription plan,negative,2024-01-03
REV100339,"This restaurant chain is fantastic, best purchase I've made all year. :)",News Headline,restaurant chain,positive,2024-11-17
REV100340,The streaming service arrived damaged and customer service ignored me.,Product Forum,streaming service,negative,2024-02-15
REV100341,"The backpack meets the basic requirements, nothing more.",Product Forum,backpack,neutral,2024-11-09
REV100342,"Five stars for the electric toothbrush, it changed the way I do things.",News Headline,electric toothbrush,positive,2024-10-18
REV100343,What a wonderful subscription plan! Great value for the price.!!,Product Forum,subscription plan,positive,2024-04-10
REV100344,This electric toothbrush is poorly made and feels cheap.,Twitter/X Post,electric toothbrush,negative,2024-05-31
REV100345,The restaurant chain arrived quickly and the build quality is amazing.,Facebook Comment,restaurant chain,positive,2024-05-03
REV100346,"I bought the mobile app last week, still testing it out.",Facebook Comment,mobile app,neutral,2024-05-01
REV100347,"The smartphone case meets the basic requirements, nothing more.",Amazon Review,smartphone case,neutral,2024-07-12
REV100348,Considering whether to keep the office chair or exchange it.,Product Forum,office chair,neutral,2024-08-28
REV100349,"The bluetooth speaker does what it's supposed to do, nothing special.",News Headline,bluetooth speaker,neutral,2024-01-02
REV100350,"Five stars for the electric toothbrush, it changed the way I do things.",Product Forum,electric toothbrush,positive,2024-08-24
REV100351,"Just unboxed the backpack, will update this review later.",News Headline,backpack,neutral,2024-02-14
REV100352,"Terrible office chair, broke after just two days of use.!!",Facebook Comment,office chair,negative,2024-11-05
REV100353,"I'm impressed by how well the airline performs, truly outstanding.",Twitter/X Post,airline,positive,2024-07-07
REV100354,"The streaming service works as expected, average performance overall.",Twitter/X Post,streaming service,neutral,2024-10-25
REV100355,"I'm so happy with the desk lamp, works perfectly and looks great.",Product Forum,desk lamp,positive,2024-06-27
REV100356,"Very frustrated with the running shoes, it never worked as advertised.",Product Forum,running shoes,negative,2024-02-02
REV100357,"I'm so happy with the water bottle, works perfectly and looks great. :)",Facebook Comment,water bottle,positive,2024-05-05
REV100358,"Excellent water bottle, exactly as described and super reliable.!!",Facebook Comment,water bottle,positive,2024-06-19
REV100359,Great air purifier! My whole family loves it.!!,Twitter/X Post,air purifier,positive,2024-12-16
