review_id,text,source,item,true_sentiment,review_date,clean_text,vader_compound,textblob_polarity,textblob_subjectivity,ensemble_score,predicted_sentiment,joy,anger,sadness,fear,trust,surprise,dominant_emotion,total_emotion_words
REV100131,The yoga mat arrived quickly and the build quality is amazing.,Facebook Comment,yoga mat,positive,2024-08-11,The yoga mat arrived quickly and the build quality is amazing.,0.5859,0.4667,0.7,0.5382,positive,1,0,0,0,0,0,joy,1
REV100132,"I'm so happy with the coffee maker, works perfectly and looks great. :)",Facebook Comment,coffee maker,positive,2024-10-17,"I'm so happy with the coffee maker, works perfectly and looks great. :)",0.9459,0.775,0.9375,0.8775,positive,2,0,0,0,0,0,joy,2
REV100133,"This bluetooth speaker is a game changer, I use it every single day.!!",Twitter/X Post,bluetooth speaker,positive,2024-11-08,"This bluetooth speaker is a game changer, I use it every single day.!!",0.0,-0.2558,0.3071,-0.1023,negative,0,0,0,0,0,0,none,0
REV100134,I hate how unreliable this software update turned out to be.,Facebook Comment,software update,negative,2024-04-01,I hate how unreliable this software update turned out to be.,-0.5719,-0.8,0.9,-0.6631,negative,0,1,0,0,0,0,anger,1
REV100135,The customer service team was super helpful with my airline order.,Facebook Comment,airline,positive,2024-03-27,The customer service team was super helpful with my airline order.,0.7717,0.3333,0.6667,0.5964,positive,0,0,0,0,0,0,none,0
REV100136,"Received the air purifier today, packaging was standard.",News Headline,air purifier,neutral,2024-11-07,"Received the air purifier today, packaging was standard.",0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV100137,"Five stars for the fitness tracker, it changed the way I do things. :)",News Headline,fitness tracker,positive,2024-11-23,"Five stars for the fitness tracker, it changed the way I do things. :)",0.6249,0.5,1.0,0.5749,positive,0,0,0,0,0,0,none,0
REV100138,This delivery service is poorly made and feels cheap.,News Headline,delivery service,negative,2024-01-01,This delivery service is poorly made and feels cheap.,0.0,0.0,0.65,0.0,neutral,0,0,0,0,0,0,none,0
REV100139,"This water bottle is a game changer, I use it every single day.",Product Forum,water bottle,positive,2024-10-14,"This water bottle is a game changer, I use it every single day.",0.0,-0.2357,0.3071,-0.0943,negative,0,0,0,0,0,0,none,0
REV100140,What a wonderful mobile app! Great value for the price.,News Headline,mobile app,positive,2024-01-24,What a wonderful mobile app! Great value for the price.,0.8883,0.9,0.875,0.893,positive,2,0,0,0,0,0,joy,2
REV100142,"This backpack is fantastic, best purchase I've made all year.",News Headline,backpack,positive,2024-08-21,"This backpack is fantastic, best purchase I've made all year.",0.8316,0.7,0.6,0.779,positive,2,0,0,0,0,0,joy,2
REV100143,The coffee maker has some pros and cons worth mentioning.,Twitter/X Post,coffee maker,neutral,2024-10-14,The coffee maker has some pros and cons worth mentioning.,0.2263,0.3,0.1,0.2558,positive,0,0,0,0,0,0,none,0
REV100144,"The yoga mat is okay, not great but not bad either.",Product Forum,yoga mat,neutral,2024-09-07,"The yoga mat is okay, not great but not bad either.",0.4728,0.15,0.6389,0.3437,positive,1,0,0,0,0,0,joy,1
REV100145,"Disappointing customer support experience, definitely returning it.",Twitter/X Post,customer support experience,negative,2024-02-28,"Disappointing customer support experience, definitely returning it.",0.296,-0.3,0.6,0.0576,positive,0,0,1,0,0,0,sadness,1
REV100146,"Absolutely love this water bottle, it exceeded all my expectations!",Facebook Comment,water bottle,positive,2024-04-16,"Absolutely love this water bottle, it exceeded all my expectations!",0.6989,0.625,0.6,0.6693,positive,1,0,0,0,0,0,joy,1
REV100147,Considering whether to keep the electric toothbrush or exchange it.,Amazon Review,electric toothbrush,neutral,2024-09-29,Considering whether to keep the electric toothbrush or exchange it.,0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV100148,Great restaurant chain! My whole family loves it.,Twitter/X Post,restaurant chain,positive,2024-09-13,Great restaurant chain! My whole family loves it.,0.8439,0.6,0.575,0.7463,positive,1,0,0,0,0,0,joy,1
REV100149,"Excellent water bottle, exactly as described and super reliable.",Facebook Comment,water bottle,positive,2024-04-08,"Excellent water bottle, exactly as described and super reliable.",0.8225,0.5278,0.6389,0.7046,positive,1,0,0,0,1,0,joy,2
REV100152,The fitness tracker stopped working and support was unhelpful.,Twitter/X Post,fitness tracker,negative,2024-02-20,The fitness tracker stopped working and support was unhelpful.,0.4404,0.0,0.0,0.2642,positive,0,0,0,0,0,0,none,0
REV100153,"Disappointing water bottle, definitely returning it.!!",News Headline,water bottle,negative,2024-12-13,"Disappointing water bottle, definitely returning it.!!",-0.2695,-0.3,0.6,-0.2817,negative,0,0,1,0,0,0,sadness,1
REV100155,"The fitness tracker is okay, not great but not bad either.",Twitter/X Post,fitness tracker,neutral,2024-12-08,"The fitness tracker is okay, not great but not bad either.",0.5615,0.15,0.6389,0.3969,positive,1,0,0,0,0,0,joy,1
REV100156,The coffee maker arrived on time and matches the description.,Amazon Review,coffee maker,neutral,2024-11-26,The coffee maker arrived on time and matches the description.,0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV100157,Considering whether to keep the laptop stand or exchange it.,Facebook Comment,laptop stand,neutral,2024-05-17,Considering whether to keep the laptop stand or exchange it.,0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV100158,Here is my honest review of the subscription plan after a week of use.,Twitter/X Post,subscription plan,neutral,2024-06-09,Here is my honest review of the subscription plan after a week of use.,0.5106,0.6,0.9,0.5464,positive,0,0,0,0,1,0,trust,1
REV100159,The streaming service arrived quickly and the build quality is amazing. 😊,Twitter/X Post,streaming service,positive,2024-07-27,The streaming service arrived quickly and the build quality is amazing.,0.5859,0.4667,0.7,0.5382,positive,1,0,0,0,0,0,joy,1
REV100160,"The yoga mat works as expected, average performance overall.",News Headline,yoga mat,neutral,2024-02-28,"The yoga mat works as expected, average performance overall.",0.0,-0.0833,0.2667,-0.0333,neutral,0,0,0,0,0,0,none,0
REV100161,Highly recommend the office chair to anyone looking for quality.,Twitter/X Post,office chair,positive,2024-07-25,Highly recommend the office chair to anyone looking for quality.,0.4201,0.16,0.54,0.3161,positive,0,0,0,0,1,0,trust,1
REV100162,This coffee maker is poorly made and feels cheap.!!,Twitter/X Post,coffee maker,negative,2024-12-29,This coffee maker is poorly made and feels cheap.!!,0.0,0.1125,0.65,0.045,neutral,0,0,0,0,0,0,none,0
REV100164,"Received the laptop stand today, packaging was standard.",Amazon Review,laptop stand,neutral,2024-09-20,"Received the laptop stand today, packaging was standard.",0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV100165,Highly recommend the restaurant chain to anyone looking for quality. Love it!,Twitter/X Post,restaurant chain,positive,2024-05-16,Highly recommend the restaurant chain to anyone looking for quality. Love it!,0.8066,0.3925,0.57,0.641,positive,1,0,0,0,1,0,joy,2
REV100166,What a wonderful bluetooth speaker! Great value for the price.!!,Twitter/X Post,bluetooth speaker,positive,2024-07-06,What a wonderful bluetooth speaker! Great value for the price.!!,0.9017,1.0,0.875,0.941,positive,2,0,0,0,0,0,joy,2
REV100167,"The fitness tracker meets the basic requirements, nothing more.",Amazon Review,fitness tracker,neutral,2024-04-13,"The fitness tracker meets the basic requirements, nothing more.",0.2732,0.25,0.3125,0.2639,positive,0,0,0,0,0,0,none,0
REV100169,Great electric toothbrush! My whole family loves it.,Twitter/X Post,electric toothbrush,positive,2024-02-08,Great electric toothbrush! My whole family loves it.,0.8439,0.6,0.575,0.7463,positive,1,0,0,0,0,0,joy,1
REV100170,"This running shoes is a game changer, I use it every single day. Love it!",Product Forum,running shoes,positive,2024-04-18,"This running shoes is a game changer, I use it every single day. Love it!",0.6696,0.0512,0.4048,0.4222,positive,1,0,0,0,0,0,joy,1
REV100171,The gaming mouse stopped working and support was unhelpful.,Amazon Review,gaming mouse,negative,2024-08-27,The gaming mouse stopped working and support was unhelpful.,0.2023,0.0,0.0,0.1214,positive,0,0,0,0,0,0,none,0
REV100172,"Just unboxed the backpack, will update this review later.",Amazon Review,backpack,neutral,2024-12-26,"Just unboxed the backpack, will update this review later.",0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV100173,"Very frustrated with the water bottle, it never worked as advertised.",Amazon Review,water bottle,negative,2024-10-07,"Very frustrated with the water bottle, it never worked as advertised.",-0.5709,-0.91,0.26,-0.7065,negative,0,1,0,0,0,0,anger,1
REV100174,"Worst software update I have ever bought, total regret.",Amazon Review,software update,negative,2024-06-09,"Worst software update I have ever bought, total regret.",-0.8016,-0.5,0.875,-0.681,negative,0,0,1,0,0,0,sadness,1
REV100175,"Just unboxed the bluetooth speaker, will update this review later.",News Headline,bluetooth speaker,neutral,2024-05-29,"Just unboxed the bluetooth speaker, will update this review later.",0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV100177,"Terrible laptop stand, broke after just two days of use. Never again.",Facebook Comment,laptop stand,negative,2024-07-17,"Terrible laptop stand, broke after just two days of use. Never again.",-0.7096,-1.0,1.0,-0.8258,negative,0,0,0,0,0,0,none,0
REV100178,Highly recommend the subscription plan to anyone looking for quality.,Twitter/X Post,subscription plan,positive,2024-03-06,Highly recommend the subscription plan to anyone looking for quality.,0.4201,0.16,0.54,0.3161,positive,0,0,0,0,1,0,trust,1
REV100179,Highly recommend the smartphone case to anyone looking for quality.,News Headline,smartphone case,positive,2024-07-19,Highly recommend the smartphone case to anyone looking for quality.,0.4201,0.16,0.54,0.3161,positive,0,0,0,0,1,0,trust,1
REV100180,The backpack is overpriced for such low quality. :(,Product Forum,backpack,negative,2024-11-11,The backpack is overpriced for such low quality. :(,-0.6124,-0.25,0.6,-0.4674,negative,0,0,0,0,0,0,none,0
REV100181,The kitchen blender arrived on time and matches the description.,Product Forum,kitchen blender,neutral,2024-12-09,The kitchen blender arrived on time and matches the description.,0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV100182,Great software update! My whole family loves it.!!,Amazon Review,software update,positive,2024-12-27,Great software update! My whole family loves it.!!,0.865,0.6562,0.575,0.7815,positive,1,0,0,0,0,0,joy,1
REV100183,"I'm so happy with the backpack, works perfectly and looks great. 😊",Amazon Review,backpack,positive,2024-11-13,"I'm so happy with the backpack, works perfectly and looks great.",0.923,0.8667,0.9167,0.9005,positive,2,0,0,0,0,0,joy,2
REV100184,Highly recommend the air purifier to anyone looking for quality.,Amazon Review,air purifier,positive,2024-02-27,Highly recommend the air purifier to anyone looking for quality.,0.4201,0.16,0.54,0.3161,positive,0,0,0,0,1,0,trust,1
REV100185,This yoga mat caused nothing but problems since day one.,News Headline,yoga mat,negative,2024-05-25,This yoga mat caused nothing but problems since day one.,0.438,0.0,0.0,0.2628,positive,0,0,0,0,0,0,none,0
REV100188,"Terrible yoga mat, broke after just two days of use.",Amazon Review,yoga mat,negative,2024-08-06,"Terrible yoga mat, broke after just two days of use.",-0.7096,-1.0,1.0,-0.8258,negative,0,0,0,0,0,0,none,0
REV100189,The customer support experience arrived damaged and customer service ignored me. 😡,Amazon Review,customer support experience,negative,2024-12-29,The customer support experience arrived damaged and customer service ignored me.,-0.3612,0.0,0.0,-0.2167,negative,0,0,0,0,0,0,none,0
REV100190,"The water bottle is okay, not great but not bad either.",Amazon Review,water bottle,neutral,2024-06-21,"The water bottle is okay, not great but not bad either.",0.4728,0.15,0.6389,0.3437,positive,1,0,0,0,0,0,joy,1
REV100191,This kitchen blender is poorly made and feels cheap.,Twitter/X Post,kitchen blender,negative,2024-06-27,This kitchen blender is poorly made and feels cheap.,0.0,0.0,0.65,0.0,neutral,0,0,0,0,0,0,none,0
REV100192,The customer service team was super helpful with my subscription plan order.,Facebook Comment,subscription plan,positive,2024-08-15,The customer service team was super helpful with my subscription plan order.,0.7717,0.3333,0.6667,0.5964,positive,0,0,0,0,0,0,none,0
REV100193,"I'm so happy with the gaming mouse, works perfectly and looks great.!!",Product Forum,gaming mouse,positive,2024-11-27,"I'm so happy with the gaming mouse, works perfectly and looks great.!!",0.931,0.9333,0.9167,0.9319,positive,2,0,0,0,0,0,joy,2
REV100194,"Awful experience with the yoga mat, would not recommend at all.",Amazon Review,yoga mat,negative,2024-02-27,"Awful experience with the yoga mat, would not recommend at all.",-0.6261,-1.0,1.0,-0.7757,negative,0,0,0,0,1,0,trust,1
REV100195,This mobile app caused nothing but problems since day one.,Product Forum,mobile app,negative,2024-05-19,This mobile app caused nothing but problems since day one.,0.438,0.0,0.0,0.2628,positive,0,0,0,0,0,0,none,0
REV100196,This water bottle caused nothing but problems since day one. :(,Facebook Comment,water bottle,negative,2024-06-17,This water bottle caused nothing but problems since day one. :(,-0.2413,-0.75,1.0,-0.4448,negative,0,0,0,0,0,0,none,0
REV100197,"Received the fitness tracker today, packaging was standard.",Twitter/X Post,fitness tracker,neutral,2024-06-28,"Received the fitness tracker today, packaging was standard.",0.2732,0.0,0.0,0.1639,positive,0,0,0,0,0,0,none,0
REV100198,This air purifier caused nothing but problems since day one.,Facebook Comment,air purifier,negative,2024-12-15,This air purifier caused nothing but problems since day one.,0.438,0.0,0.0,0.2628,positive,0,0,0,0,0,0,none,0
REV100199,"I'm so happy with the gaming mouse, works perfectly and looks great. Love it!",Amazon Review,gaming mouse,positive,2024-05-18,"I'm so happy with the gaming mouse, works perfectly and looks great. Love it!",0.9571,0.8063,0.8375,0.8968,positive,3,0,0,0,0,0,joy,3
REV100200,"Absolutely love this streaming service, it exceeded all my expectations! :)",Product Forum,streaming service,positive,2024-02-01,"Absolutely love this streaming service, it exceeded all my expectations! :)",0.831,0.5625,0.8,0.7236,positive,1,0,0,0,0,0,joy,1
